Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label
10.1080/13504850210148143,Informa UK Limited,"Hypothetical, real, and predicted real willingness to pay in open-ended surveys: experimental results'",2002,,,,28,0,6,6,0,6,6,0,"Botelho 2002, 10.1080/13504850210148143",Botelho 2002
10.1007/s10683-013-9388-2,Springer Science and Business Media LLC,Time and uncertainty in resource dilemmas: equilibrium solutions and experimental results',2014,,,,7,1,28,29,1,28,29,0.001676,"Botelho 2014, 10.1007/s10683-013-9388-2",Botelho 2014
10.1177/01461672962211005,SAGE Publications,Group Discussion and Cooperation in Social Dilemmas',1996,,,,44,10,16,26,10,16,26,0.029002,"Bouas 1996, 10.1177/01461672962211005",Bouas 1996
10.1177/1745691617693624,SAGE Publications,"Registered Replication Report: Rand, Greene, and Nowak (2012)'",2017,individual differenences IV,HUN,ContinuousPGD,10,1,14,15,1,14,15,0.001676,"Bouwmeester 2017, 10.1177/1745691617693624",Bouwmeester 2017
10.1080/15228835.2013.855697,Informa UK Limited,Utilization of Advice from Face-to-Face and Internet-Mediated Advisors',2013,,,,38,0,34,34,0,34,34,0,"Bower 2013, 10.1080/15228835.2013.855697",Bower 2013
10.1177/089443939901700305,SAGE Publications,"Political Science: Coalitions, Motives, and Payoffs'",1999,,,,50,0,3,3,0,3,3,0,"Boyer 1999, 10.1177/089443939901700305",Boyer 1999
10.3390/g2040434,MDPI AG,Unraveling Public Good Games',2011,,,,26,1,27,28,1,28,29,0.001676,"Brañas-Garza 2011, 10.3390/g2040434",Brañas-Garza 2011
10.1098/rspb.2003.2336,The Royal Society,Punishment and reputation in spatial public goods games',2003,,,,10,4,19,23,4,19,23,0.062634,"Brandt 2003, 10.1098/rspb.2003.2336",Brandt 2003
10.1007/s10683-015-9468-6,Springer Science and Business Media LLC,Not just like starting over - Leadership and revivification of cooperation in groups',2015,,,,26,0,22,22,0,22,22,0,"Brandts 2015, 10.1007/s10683-015-9468-6",Brandts 2015
10.1177/0022002787031004004,SAGE Publications,Trust and the Consumption of a Deteriorating Common Resource',1987,,,,44,8,18,26,8,18,26,0.070122,"Brann 1987, 10.1177/0022002787031004004",Brann 1987
10.1177/002200277401800408,SAGE Publications,"""Perception of Opponent's Motives and Cooperation in a Mixed-Motive Game""",1974,,,,47,3,13,16,3,13,16,0.014697,"Braver 1974, 10.1177/002200277401800408",Braver 1974
10.1177/002200277501900407,SAGE Publications,When Martyrdom Pays',1975,,,,47,1,18,19,1,18,19,0.001676,"Braver 1975, 10.1177/002200277501900407",Braver 1975
10.1177/002200277802200109,SAGE Publications,Superiority of Vicarious over Direct Experience in Interpersonal Conflict Resolution',1978,,,,47,0,21,21,0,21,21,0,"Braver Van Rohrer 1978, 10.1177/002200277802200109",Braver Van Rohrer 1978
10.1177/0022002786030001004,SAGE Publications,Choices in Social Dilemmas',1986,,,,44,8,7,15,8,7,15,0.150132,"Braver 1986, 10.1177/0022002786030001004",Braver 1986
10.1371/journal.pone.0069871,Public Library of Science (PLoS),"Exit, Punishment and Rewards in Commons Dilemmas: An Experimental Study'",2013,agent IV,ITA,ContinuousPGD,26,0,46,46,0,46,46,0,"Bravo 2013, 10.1371/journal.pone.0069871",Bravo 2013
10.1002/bs.3830090106,Wiley,An experimental analysis of some variables of minimax theory',1964,,,,47,3,8,11,3,16,19,0.005515,"Brayer 1964, 10.1002/bs.3830090106",Brayer 1964
10.1177/002200277301700210,SAGE Publications,"""An Altruism Parameter for Prisoner's Dilemma""",1973,,,,47,0,2,2,0,2,2,0,"Brew 1973, 10.1177/002200277301700210",Brew 1973
10.1007/s10640-015-9879-z,Springer Science and Business Media LLC,Cooperation and Climate Change: Can Communication Facilitate the Provision of Public Goods in Heterogeneous Settings?',2015,,,,26,0,33,33,0,33,33,0,"Brick 2015, 10.1007/s10640-015-9879-z",Brick 2015
10.1093/ei/cbg029,Wiley,Asset Markets and Equilibrium Selection in Public Goods Games with Provision Points: An Experimental Study',2003,,,,28,1,15,16,1,15,16,0.001676,"Broseta 2003, 10.1093/ei/cbg029",Broseta 2003
10.1371/journal.pone.0176199,Public Library of Science (PLoS),The dynamics of behavior in modified dictator games',2017,,,,26,0,56,56,0,56,56,0,"Brosig-Koch 2017, 10.1371/journal.pone.0176199",Brosig-Koch 2017
10.1111/1468-0475.00080,Walter de Gruyter GmbH,The Effect of Communication Media on Cooperation',2003,,,,26,13,22,35,13,22,35,0.056577,"Brosig 2003, 10.1111/1468-0475.00080",Brosig 2003
10.1007/s10584-016-1889-5,Springer Science and Business Media LLC,Avoiding an uncertain catastrophe: climate change mitigation under risk and wealth heterogeneity',2017,,,,26,0,19,19,0,19,19,0,"Brown 2017, 10.1007/s10584-016-1889-5",Brown 2017
10.1521/soco.21.3.167.25339,Guilford Publications,Automatic Category Activation and Social Behavior: The Moderating Role of Prejudiced Beliefs',2003,,,,27,0,36,36,0,36,36,0,"Brown 2003, 10.1521/soco.21.3.167.25339",Brown 2003
10.3758/BF03336044,Springer Science and Business Media LLC,Impressions of a promisor after social deprivation or satiation',1971,,,,47,0,10,10,0,10,10,0,"Brown 1971, 10.3758/BF03336044",Brown 1971
10.1177/0146167206298569,SAGE Publications,When Prosocials Act Like Proselfs in a Commons Dilemma',2007,,,,44,5,28,33,5,28,33,0.024299,"Brucks 2007, 10.1177/0146167206298569",Brucks 2007
10.1002/ejsp.478,Wiley,"No control, no drive: how noise may undermine conservation behavior in a commons dilemma'",2008,,,,44,0,34,34,0,34,34,0,"Brucks 2008, 10.1002/ejsp.478",Brucks 2008
10.1002/ejsp.2420190207,Wiley,About the saliency of fear and greed in social dilemmas',1989,,,,44,5,6,11,5,6,11,0.011858,"Bruins 1989, 10.1002/ejsp.2420190207",Bruins 1989
10.1080/00224545.1966.9712428,Informa UK Limited,The Effects of Various Social Factors on Motivation in a Competitive Situation',1966,,,,0,0,1,1,0,1,1,0,"Bruning 1966, 10.1080/00224545.1966.9712428",Bruning 1966
10.1007/s11238-011-9247-6,Springer Science and Business Media LLC,Infinity in the lab. How do people play repeated games?',2011,,,,30,0,11,11,0,11,11,0,"Bruttel 2011, 10.1007/s11238-011-9247-6",Bruttel 2011
10.1007/s00182-011-0272-z,Springer Science and Business Media LLC,Finitely repeated prisoners’ dilemma experiments without a commonly known end',2011,,,,30,2,18,20,2,18,20,0.004887,"Bruttel 2011, 10.1007/s00182-011-0272-z",Bruttel 2011
10.1177/0956797611409590,SAGE Publications,Global Social Identity and Global Cooperation',2011,,,,44,3,16,19,4,17,21,0.005027,"Buchan 2011, 10.1177/0956797611409590",Buchan 2011
10.1073/pnas.0809522106,Proceedings of the National Academy of Sciences,Globalization and human cooperation',2009,individual differenences IV,ARG,ContinuousPGD,23,9,29,38,10,29,39,0.030264,"Buchan 2009, 10.1073/pnas.0809522106",Buchan 2009
10.1002/bdm.402,Wiley,A model of sequential effects in common pool resource dilemmas',2002,,,,44,4,32,36,4,32,36,0.01175,"Budescu 2002, 10.1002/bdm.402",Budescu 2002
10.1177/1368430212442106,SAGE Publications,It’s a game of give and take: Modeling behavior in a give-or-take-some social dilemma',2012,,,,44,0,26,26,0,26,26,0,"Budescu 2012, 10.1177/1368430212442106",Budescu 2012
10.1002/ejsp.2420200603,Wiley,Resource dilemmas with environmental uncertainty and asymmetric players',1990,,,,44,13,15,28,13,15,28,0.048231,"Budescu 1990, 10.1002/ejsp.2420200603",Budescu 1990
10.1073/pnas.0812360106,Proceedings of the National Academy of Sciences,"Cognitive skills affect economic preferences, strategic behavior, and job attachment'",2009,individual differenences IV,USA,Prisoner-s-Dilemma,28,2,9,11,2,9,11,0.003351,"Burks 2009, 10.1073/pnas.0812360106",Burks 2009
10.1007/s10683-005-0436-4,Springer Science and Business Media LLC,Heterogeneous Agents in Public Goods Experiments',2005,,,,26,11,27,38,11,27,38,0.025141,"Burlando 2005, 10.1007/s10683-005-0436-4",Burlando 2005
10.1007/s10818-014-9191-y,Springer Science and Business Media LLC,Public goods with high-powered punishment: high cooperation and low efficiency',2014,,,,10,0,51,51,0,51,51,0,"Burnham 2014, 10.1007/s10818-014-9191-y",Burnham 2014
10.1007/s12110-007-9012-2,Springer Science and Business Media LLC,Engineering Human Cooperation',2007,,,,10,11,87,98,11,87,98,0.035682,"Burnham 2007, 10.1007/s12110-007-9012-2",Burnham 2007
10.1073/pnas.1210960110,Proceedings of the National Academy of Sciences,Prosocial preferences do not explain human cooperation in public-goods games',2012,,,,10,10,28,38,10,28,38,0.019757,"Burton-Chellew 2012, 10.1073/pnas.1210960110",Burton-Chellew 2012
10.1073/pnas.1509740113,Proceedings of the National Academy of Sciences,Conditional cooperation and confusion in public-goods experiments',2016,,,,26,4,60,64,4,60,64,0.007191,"Burton-Chellew 2016, 10.1073/pnas.1509740113",Burton-Chellew 2016
10.1098/rspb.2017.0689,The Royal Society,Evidence for strategic cooperation in humans',2017,,,,10,0,55,55,0,55,55,0,"Burton-Chellew 2017, 10.1098/rspb.2017.0689",Burton-Chellew 2017
10.1098/rspb.2017.0067,The Royal Society,Social learning and the demise of costly cooperation in humans',2017,,,,43,1,75,76,1,75,76,0.001676,"Burton-Chellew 2017, 10.1098/rspb.2017.0067",Burton-Chellew 2017
10.1111/lsq.12073,Wiley,How Do Public Goods Providers Play Public Goods Games?',2015,,,,23,0,30,30,0,30,30,0,"Butler 2015, 10.1111/lsq.12073",Butler 2015
10.1007/s10683-012-9346-4,Springer Science and Business Media LLC,Splitting leagues: promotion and demotion in contribution-based regrouping experiments',2012,,,,26,0,22,22,0,22,22,0,"Cabrera 2012, 10.1007/s10683-012-9346-4",Cabrera 2012
10.1016/j.jcps.2014.05.005,Wiley,The impact of mortality salience on the relative effectiveness of donation appeals',2015,,,,35,0,39,39,0,39,39,0,"Cai 2015, 10.1016/j.jcps.2014.05.005",Cai 2015
10.5210/bsi.v25i0.6328,Springer Science and Business Media LLC,Fostering the Sustainable use of Common-Pool Resources through Behavioral Interventions: an Experimental Approach',2016,,,,43,0,21,21,0,21,21,0,"Camargo 2016, 10.5210/bsi.v25i0.6328",Camargo 2016
10.1007/s10683-017-9532-5,Springer Science and Business Media LLC,Monitoring institutions in indefinitely repeated games',2017,,,,28,0,23,23,0,23,23,0,"Camera 2017, 10.1007/s10683-017-9532-5",Camera 2017
10.1207/s15327752jpa8301_04,Informa UK Limited,Psychological Entitlement: Interpersonal Consequences and Validation of a Self-Report Measure',2004,,,,19,2,38,40,2,39,41,0.00384,"Campbell 2004, 10.1207/s15327752jpa8301_04",Campbell 2004
10.1177/0146167205274855,SAGE Publications,Understanding the Social Costs of Narcissism: The Case of the Tragedy of the Commons',2005,,,,19,1,35,36,1,35,36,0.001676,"Campbell 2005, 10.1177/0146167205274855",Campbell 2005
10.1007/s40503-016-0035-0,Springer Science and Business Media LLC,Does corruption affect cooperation? A laboratory experiment',2016,,,,28,0,45,45,0,45,45,0,"Campos-Vazquez 2016, 10.1007/s40503-016-0035-0",Campos-Vazquez 2016
10.1007/s10683-016-9492-1,Springer Science and Business Media LLC,Identity and social exclusion: an experiment with Hispanic immigrants in the U.S.',2016,individual differenences IV,USA,ContinuousPGD,23,0,39,39,0,39,39,0,"Candelo 2016, 10.1007/s10683-016-9492-1",Candelo 2016
10.1038/srep27219,Springer Science and Business Media LLC,Rethinking spontaneous giving: Extreme time pressure and ego-depletion favor self-regarding reactions',2016,,,,10,0,54,54,0,54,54,0,"Capraro 2016, 10.1038/srep27219",Capraro 2016
10.1038/srep06790,Springer Science and Business Media LLC,"""Heuristics guide the implementation of social preferences in one-shot Prisoner's Dilemma experiments""",2014,,,,10,8,55,63,8,55,63,0.02041,"Capraro 2014, 10.1038/srep06790",Capraro 2014
10.1080/00224545.2016.1140116,Informa UK Limited,Characteristics of affected third parties and cooperative behavior in social dilemmas',2016,,,,44,0,48,48,0,48,48,0,"Cardador 2016, 10.1080/00224545.2016.1140116",Cardador 2016
10.1057/9780230522343_11,Palgrave Macmillan UK,"Groups, Commons and Regulations: Experiments with Villagers and Students in Colombia'",2005,,,,26,0,15,15,0,15,15,0,"Cardenas 2005, 10.1057/9780230522343_11",Cardenas 2005
10.1007/s10640-010-9452-8,Springer Science and Business Media LLC,Social Norms and Behavior in the Local Commons as Seen Through the Lens of Field Experiments',2011,,,,26,0,50,50,0,50,50,0,"Cardenas 2011, 10.1007/s10640-010-9452-8",Cardenas 2011
10.3389/fnbeh.2015.00033,Frontiers Media SA,"Between-group competition, intra-group cooperation and relative performance'",2015,,,,20,1,25,26,1,26,27,0.001676,"CÃ¡rdenas 2015, 10.3389/fnbeh.2015.00033",CÃ¡rdenas 2015
10.1057/9780230523371_12,Palgrave Macmillan UK,Communication and Co-operation in a Common-Pool Resource Dilemma: A Field Experiment',2004,,,,26,0,16,16,0,16,16,0,"Cardenas 2004, 10.1057/9780230523371_12",Cardenas 2004
10.1371/journal.pone.0090923,Public Library of Science (PLoS),Gender and Cooperation in Children: Experiments in Colombia and Sweden',2014,ethcnicity IV,COL,Prisoner-s-Dilemma,33,0,20,20,0,20,20,0,"Cárdenas 2014, 10.1371/journal.pone.0090923",Cárdenas 2014
10.1017/s1355770x10000392,Cambridge University Press (CUP),Collective action for watershed management: field experiments in Colombia and Kenya',2010,,,,26,0,17,17,0,18,18,0,"CARDENAS 2010, 10.1017/s1355770x10000392",CARDENAS 2010
10.1177/002200277401800305,SAGE Publications,Effects of Sex Role in a Maximizing Difference Game',1974,,,,47,3,15,18,3,15,18,0.007144,"Carment 1974, 10.1177/002200277401800305",Carment 1974
10.1177/0022002710393922,SAGE Publications,An Intercultural Examination of Cooperation in the Commons',2011,,,,26,0,18,18,0,18,18,0,"Carpenter 2011, 10.1177/0022002710393922",Carpenter 2011
10.1007/s10683-009-9214-z,Springer Science and Business Media LLC,What norms trigger punishment?',2009,agent IV,USA,ContinuousPGD,26,5,27,32,5,27,32,0.02134,"Carpenter 2009, 10.1007/s10683-009-9214-z",Carpenter 2009
10.1111/j.1542-4774.2011.01059.x,Oxford University Press (OUP),"NORM ENFORCEMENT: ANGER, INDIGNATION, OR RECIPROCITY?'",2012,,,,26,0,33,33,0,33,33,0,"Carpenter 2012, 10.1111/j.1542-4774.2011.01059.x",Carpenter 2012
10.1111/j.1465-7295.2009.00268.x,Wiley,DO SOCIAL PREFERENCES INCREASE PRODUCTIVITY? FIELD EXPERIMENTAL EVIDENCE FROM FISHERMEN IN TOYAMA BAY',2011,,,,26,3,26,29,3,26,29,0.005027,"CARPENTER 2011, 10.1111/j.1465-7295.2009.00268.x",CARPENTER 2011
10.1111/j.1467-9779.2010.01470.x,Wiley,Imitation and the Incentive to Contribute Early in a Sequential Public Good Game',2010,,,,26,3,25,28,3,25,28,0.005027,"CARTWRIGHT 2010, 10.1111/j.1467-9779.2010.01470.x",CARTWRIGHT 2010
10.1007/s00182-017-0570-1,Springer Science and Business Media LLC,Efficiency in a forced contribution threshold public good game',2017,,,,28,0,48,48,0,48,48,0,"Cartwright 2017, 10.1007/s00182-017-0570-1",Cartwright 2017
10.1007/s10683-014-9393-0,Springer Science and Business Media LLC,Promoting cooperation in nonlinear social dilemmas through peer punishment',2014,agent IV,USA,ContinuousPGD,26,0,19,19,0,19,19,0,"Cason 2014, 10.1007/s10683-014-9393-0",Cason 2014
10.1007/s10683-017-9519-2,Springer Science and Business Media LLC,Asymmetric and endogenous within-group communication in competitive coordination games',2017,,,,19,0,43,43,0,43,43,0,"Cason 2017, 10.1007/s10683-017-9519-2",Cason 2017
10.1007/bf00889415,Springer Science and Business Media LLC,The commons dilemma: A simulation testing the effects of resource visibility and territorial division',1978,,,,44,0,22,22,0,22,22,0,"Cass 1978, 10.1007/bf00889415",Cass 1978
10.1093/jae/ejw002,Oxford University Press (OUP),Formal Insurance and the Dynamics of Social Capital: Experimental Evidence from Uganda',2016,,,,30,0,30,30,0,30,30,0,"Cecchi 2016, 10.1093/jae/ejw002",Cecchi 2016
10.1002/mde.2862,Wiley,Are athletes more cooperative than nonathletes? A laboratory experiment',2017,,,,27,0,39,39,0,39,39,0,"Celse 2017, 10.1002/mde.2862",Celse 2017
10.1007/s10824-013-9206-x,Springer Science and Business Media LLC,"The effects of cultural and historical information and contribution threshold on public contributions: an experimental study on the conservation of heritage houses in Penang, Malaysia'",2013,,,,28,0,26,26,0,26,26,0,"Ch’ng 2013, 10.1007/s10824-013-9206-x",Ch’ng 2013
10.1111/jpet.12182,Wiley,Discrimination via Exclusion: An Experiment on Group Identity and Club Goods',2016,,,,23,0,18,18,0,18,18,0,"CHAKRAVARTY 2016, 10.1111/jpet.12182",CHAKRAVARTY 2016
10.1002/bs.3830230505,Wiley,The logic of collective action: Some experimental results',1978,,,,32,3,6,9,3,6,9,0.098678,"Chamberlin 1978, 10.1002/bs.3830230505",Chamberlin 1978
10.1007/bf02686774,Springer Science and Business Media LLC,The impact of socially projected group composition on behavior in a commons dilemma: A self-attention perspective',1991,,,,44,0,45,45,0,45,45,0,"Chapman 1991, 10.1007/bf02686774",Chapman 1991
10.1038/s41598-017-12490-5,Springer Science and Business Media LLC,On the long-run efficacy of punishments and recommendations in a laboratory public goods game',2017,,,,26,0,28,28,0,28,28,0,"Chaudhuri 2017, 10.1038/s41598-017-12490-5",Chaudhuri 2017
10.1007/s11682-015-9411-7,Springer Science and Business Media LLC,Effects of oxytocin and vasopressin on the neural response to unreciprocated cooperation within brain regions involved in stress and anxiety in men and women',2015,,,,37,1,62,63,1,62,63,0.001676,"Chen 2015, 10.1007/s11682-015-9411-7",Chen 2015
10.1177/1368430208098783,SAGE Publications,Unintended Consequences of Cooperation Inducing and Maintaining Mechanisms in Public Goods Dilemmas: Sanctions and Moral Appeals',2009,agent IV,HKG,ContinuousPGD,44,3,26,29,3,26,29,0.006074,"Chen 2009, 10.1177/1368430208098783",Chen 2009
10.1177/002200277201600108,SAGE Publications,The effects of communicating threats and promises upon the bargaining process',1972,,,,47,0,10,10,0,10,10,0,"Cheney 1972, 10.1177/002200277201600108",Cheney 1972
10.1007/s10640-012-9581-3,Springer Science and Business Media LLC,Enforcing Compliance with Environmental Agreements in the Absence of Strong Institutions: An Experimental Analysis',2012,,,,28,2,41,43,2,42,44,0.00384,"Cherry 2012, 10.1007/s10640-012-9581-3",Cherry 2012
10.1007/s10683-012-9349-1,Springer Science and Business Media LLC,"Heterogeneity, Coordination and the Provision of Best-Shot Public Goods'",2013,,,,20,0,14,14,0,14,14,0,"Cherry 2013, 10.1007/s10683-012-9349-1",Cherry 2013
