Source,Target,Type,Id,Label,timeset,Weight
10.1007/s11238-016-9550-3,10.1016/j.econlet.2008.07.015,Directed,74548,,,1
10.1007/s11238-016-9550-3,10.1016/j.jpubeco.2006.10.007,Directed,74549,,,1
10.1007/s11238-016-9550-3,10.1007/s00199-006-0186-3,Directed,74550,,,1
10.1007/s11238-016-9550-3,10.1016/j.jpubeco.2010.03.002,Directed,74551,,,1
10.1007/s11238-016-9550-3,10.1177/0022002707302796,Directed,74552,,,1
10.1007/s11238-016-9550-3,10.1111/j.1465-7295.2010.00295.x,Directed,74553,,,1
10.1007/s11238-016-9550-3,10.1111/j.1467-9779.2010.01471.x,Directed,74554,,,1
10.1007/s11238-016-9550-3,10.1016/j.econlet.2011.04.007,Directed,74555,,,1
10.1007/s11238-016-9550-3,10.1016/j.jebo.2007.08.001,Directed,74556,,,1
10.1007/s11238-016-9550-3,10.1016/j.joep.2008.04.005,Directed,74557,,,1
10.1007/s11238-016-9550-3,10.1016/j.econlet.2010.04.025,Directed,74558,,,1
10.1007/s11238-016-9550-3,10.1007/s00355-014-0817-8,Directed,74559,,,1
10.1007/s11238-016-9550-3,10.1016/j.joep.2013.06.005,Directed,74560,,,1
10.1007/s11238-016-9550-3,10.1007/s11238-011-9248-5,Directed,74561,,,1
10.1007/s11238-016-9550-3,10.1111/j.1465-7295.2011.00415.x,Directed,74562,,,1
10.1177/0146167213499937,10.1016/j.socec.2010.12.013,Directed,74563,,,1
10.1177/0146167213499937,10.1111/j.0956-7976.2005.01552.x,Directed,74564,,,1
10.1177/0146167213499937,10.1111/j.1468-5906.2009.01452.x,Directed,74565,,,1
10.1016/0095-0696(92)90042-U,10.2307/1882648,Directed,74566,,,1
10.1016/0095-0696(92)90042-U,10.1111/j.1465-7295.1991.tb01276.x,Directed,74567,,,1
10.1016/0095-0696(92)90042-U,10.1016/0014-2921(72)90001-3,Directed,74568,,,1
10.1016/0095-0696(92)90042-U,10.1016/0047-2727(92)90006-2,Directed,74569,,,1
10.1006/obhd.1999.2822,10.1006/jesp.1994.1003,Directed,74570,,,1
10.1006/obhd.1999.2822,10.1016/0022-1031(68)90046-2,Directed,74571,,,1
10.1006/obhd.1999.2822,10.1037/h0030068,Directed,74572,,,1
10.1016/j.cognition.2016.02.014,10.1038/nature11467,Directed,74573,,,1
10.1016/j.cognition.2016.02.014,10.1038/ncomms4677,Directed,74574,,,1
10.1016/j.cognition.2016.02.014,10.1038/nature12194,Directed,74575,,,1
10.1016/j.cognition.2016.02.014,10.1371/journal.pone.0115756,Directed,74576,,,1
10.1037/h0024914,10.1177/002200275800200401,Directed,74577,,,1
10.1037/h0024914,10.1177/002200276500900106,Directed,74578,,,1
10.1037/h0024914,10.1177/002200276500900308,Directed,74579,,,1
10.1037/h0024914,10.1037/h0023035,Directed,74580,,,1
10.1037/h0025323,10.1037/h0024914,Directed,74581,,,1
10.1037/h0028872,10.1177/002200275800200401,Directed,74582,,,1
10.1037/h0028872,10.1016/0022-1031(68)90046-2,Directed,74583,,,1
10.1037/h0028872,10.1037/h0024914,Directed,74584,,,1
10.1037/h0028872,10.1037/h0040167,Directed,74585,,,1
10.1037/h0028872,10.1037/h0047571,Directed,74586,,,1
10.1037/h0028872,10.1016/0022-1031(67)90039-X,Directed,74587,,,1
10.1037/h0028872,10.1037/h0042016,Directed,74588,,,1
10.1037/h0028872,10.1177/002200276601000108,Directed,74589,,,1
10.1037/h0028872,10.1037/h0023035,Directed,74590,,,1
10.1098/rspb.2013.0247,10.1038/415137a,Directed,74591,,,1
10.1098/rspb.2013.0247,10.1257/aer.90.4.980,Directed,74592,,,1
10.1098/rspb.2013.0247,10.1126/science.1153808,Directed,74593,,,1
10.1098/rspb.2013.0247,10.1126/science.1123633,Directed,74594,,,1
10.1098/rspb.2013.0247,10.1038/nature06723,Directed,74595,,,1
10.1098/rspb.2013.0247,10.1007/s12110-002-1012-7,Directed,74596,,,1
10.1098/rspb.2013.0247,10.1126/science.1164744,Directed,74597,,,1
10.1098/rspb.2013.0247,10.2307/1964229,Directed,74598,,,1
10.1098/rspb.2013.0247,10.1098/rspb.2007.1558,Directed,74599,,,1
10.1098/rspb.2013.0247,10.1257/aer.99.4.1335,Directed,74600,,,1
10.1098/rspb.2013.0247,10.1073/pnas.1105456108,Directed,74601,,,1
10.1098/rspb.2013.0247,10.1098/rspb.2008.1082,Directed,74602,,,1
10.1098/rspb.2013.0247,10.1037/0022-3514.51.1.110,Directed,74603,,,1
10.1098/rspb.2013.0247,10.1073/pnas.0905918106,Directed,74604,,,1
10.1098/rspb.2013.0247,10.1016/j.jpubeco.2012.08.003,Directed,74605,,,1
10.1098/rspb.2013.0247,10.1098/rspb.2011.0252,Directed,74606,,,1
10.1098/rspb.2013.0247,10.1371/journal.pone.0045093,Directed,74607,,,1
10.1098/rspb.2013.0247,10.1111/j.1439-0310.2012.02075.x,Directed,74608,,,1
10.1098/rspb.2013.0247,10.1007/BF01245571,Directed,74609,,,1
10.1017/S0033291714002414,10.1126/science.1100735,Directed,74610,,,1
10.1017/S0033291714002414,10.1080/02699930143000662,Directed,74611,,,1
10.1017/S0033291714002414,10.1080/02699930600980874,Directed,74612,,,1
10.1017/S0033291714002414,10.1037/a0011991,Directed,74613,,,1
10.1017/S0033291714002414,10.1098/rsbl.2011.0367,Directed,74614,,,1
10.1017/S0033291714002414,10.1037/0021-843X.117.2.406,Directed,74615,,,1
10.1017/S0033291714002414,10.4161/cib.19016,Directed,74616,,,1
10.1017/S0033291714002414,10.1016/j.jad.2011.12.010,Directed,74617,,,1
10.1017/S0033291714002414,10.1037/0021-843X.89.3.320,Directed,74618,,,1
10.1016/j.jpubeco.2011.05.001,10.1257/aer.90.4.980,Directed,74619,,,1
10.1016/j.jpubeco.2011.05.001,10.1126/science.1153808,Directed,74620,,,1
10.1016/j.jpubeco.2011.05.001,10.2139/ssrn.203288,Directed,74621,,,1
10.1016/j.jpubeco.2011.05.001,10.1257/aer.100.1.541,Directed,74622,,,1
10.1016/j.jpubeco.2011.05.001,10.1126/science.1123633,Directed,74623,,,1
10.1016/j.jpubeco.2011.05.001,10.1257/aer.90.1.247,Directed,74624,,,1
10.1016/j.jpubeco.2011.05.001,10.1073/pnas.0812360106,Directed,74625,,,1
10.1016/j.jpubeco.2011.05.001,10.1016/j.jebo.2003.06.006,Directed,74626,,,1
10.1016/j.jpubeco.2011.05.001,10.1111/j.1465-7295.2007.00051.x,Directed,74627,,,1
10.1016/j.jpubeco.2011.05.001,10.1257/000282803321455359,Directed,74628,,,1
10.1016/j.jpubeco.2011.05.001,10.1111/j.1468-0262.2005.00644.x,Directed,74629,,,1
10.1016/j.jpubeco.2011.05.001,10.1016/0047-2727(88)90043-6,Directed,74630,,,1
10.1016/j.jpubeco.2011.05.001,10.1007/s00199-007-0212-0,Directed,74631,,,1
10.1016/j.jpubeco.2011.05.001,10.1257/aer.99.4.1335,Directed,74632,,,1
10.1016/j.jpubeco.2011.05.001,10.1007/s10683-006-9127-z,Directed,74633,,,1
10.1016/j.jpubeco.2011.05.001,10.1016/j.euroecorev.2008.09.007,Directed,74634,,,1
10.1016/j.jpubeco.2011.05.001,10.1007/s10683-009-9214-z,Directed,74635,,,1
10.1098/rspb.2008.1060,10.1038/415137a,Directed,74636,,,1
10.1098/rspb.2008.1060,10.1126/science.1153808,Directed,74637,,,1
10.1098/rspb.2008.1060,10.1126/science.1123633,Directed,74638,,,1
10.1098/rspb.2008.1060,10.1038/nature04981,Directed,74639,,,1
10.1098/rspb.2008.1060,10.1098/rspb.2007.1558,Directed,74640,,,1
10.1098/rspb.2008.1060,10.1016/j.cub.2006.03.069,Directed,74641,,,1
10.1098/rspb.2008.1060,10.1016/j.obhdp.2005.08.005,Directed,74642,,,1
10.1098/rspb.2008.1060,10.1016/j.econlet.2006.12.031,Directed,74643,,,1
10.1098/rspb.2008.1060,10.1006/jesp.1993.1021,Directed,74644,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1073/pnas.0913149107,Directed,74645,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1111/j.1467-9280.2008.02100.x,Directed,74646,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1098/rspb.2008.1060,Directed,74647,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1016/j.evolhumbehav.2009.07.005,Directed,74648,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1016/j.euroecorev.2012.05.003,Directed,74649,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1016/j.anbehav.2012.07.019,Directed,74650,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1016/j.evolhumbehav.2010.07.007,Directed,74651,,,1
10.1016/j.evolhumbehav.2014.11.005,10.1016/j.evolhumbehav.2009.01.003,Directed,74652,,,1
10.1177/002200276601000207,10.1177/002200275800200401,Directed,74653,,,1
10.1177/002200276601000207,10.1177/002200275900300203,Directed,74654,,,1
10.1177/002200276601000207,10.1037/h0040167,Directed,74655,,,1
10.1177/002200276601000207,10.1177/002200276500900208,Directed,74656,,,1
10.1177/002200276601000207,10.1177/002200276300700339,Directed,74657,,,1
10.1177/002200276601000207,10.1037/h0044242,Directed,74658,,,1
10.1016/j.socec.2011.04.007,10.1006/game.1995.1027,Directed,74659,,,1
10.1016/j.socec.2011.04.007,10.1016/j.jebo.2003.11.006,Directed,74660,,,1
10.1016/j.socec.2011.04.007,10.1016/j.jebo.2003.11.007,Directed,74661,,,1
10.1016/j.socec.2011.04.007,10.1177/019027250506800202,Directed,74662,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1080/14792779243000041,Directed,74663,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1177/0146167293194007,Directed,74664,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1177/0022002793037001005,Directed,74665,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1006/jesp.1995.1025,Directed,74666,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1177/0022002794038004005,Directed,74667,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1016/0022-1031(88)90049-2,Directed,74668,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1016/0022-1031(85)90032-0,Directed,74669,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1177/0146167291176003,Directed,74670,,,1
10.1002/(SICI)1099-0992(199807/08)28:4<483::AID-EJSP907>3.0.CO;2-%23,10.1177/002200277101500205,Directed,74671,,,1
10.3758/BF03337894,10.1016/0022-1031(68)90046-2,Directed,74672,,,1
10.3758/BF03337894,10.1037/h0024914,Directed,74673,,,1
10.3758/BF03337894,10.1016/0022-1031(67)90039-X,Directed,74674,,,1
10.3758/BF03337894,10.1037/h0023035,Directed,74675,,,1
10.3758/BF03342610,10.1177/002200275800200401,Directed,74676,,,1
10.3758/BF03342610,10.1177/002200276500900106,Directed,74677,,,1
10.3758/BF03342610,10.1177/002200276500900308,Directed,74678,,,1
10.1177/002200276500900208,10.1177/002200275900300203,Directed,74679,,,1
10.1177/002200276601000408,10.1177/002200275800200401,Directed,74680,,,1
10.1177/002200276601000408,10.1177/001872676001300202,Directed,74681,,,1
10.1177/002200276601000408,10.1177/002200275900300203,Directed,74682,,,1
10.1177/002200276601000408,10.1177/001872675901200402,Directed,74683,,,1
10.1177/002200276601000408,10.1177/002200276500900208,Directed,74684,,,1
10.1080/00224545.1968.9924846,10.1177/001872676001300202,Directed,74685,,,1
10.1080/00224545.1968.9924846,10.1177/002200276500900106,Directed,74686,,,1
10.1080/00224545.1968.9924846,10.1177/002200275900300203,Directed,74687,,,1
10.1080/00224545.1968.9924846,10.1177/001872675901200402,Directed,74688,,,1
10.1080/00224545.1968.9924846,10.1177/002200276601000108,Directed,74689,,,1
10.1080/00224545.1968.9924846,10.1177/002200276500900208,Directed,74690,,,1
10.1080/00224545.1968.9924846,10.1177/002200276601000408,Directed,74691,,,1
10.1111/evo.12637,10.1038/415137a,Directed,74692,,,1
10.1111/evo.12637,10.1126/science.1153808,Directed,74693,,,1
10.1111/evo.12637,10.1038/nature11467,Directed,74694,,,1
10.1111/evo.12637,10.1016/S1090-5138(04)00005-4,Directed,74695,,,1
10.1111/evo.12637,10.1038/ncomms4677,Directed,74696,,,1
10.1111/evo.12637,10.1038/nature06723,Directed,74697,,,1
10.1111/evo.12637,10.1073/pnas.1301210110,Directed,74698,,,1
10.1111/evo.12637,10.1098/rspb.2003.2336,Directed,74699,,,1
10.1111/evo.12637,10.1073/pnas.1000829107,Directed,74700,,,1
10.1111/evo.12637,10.1126/science.1178883,Directed,74701,,,1
10.1111/evo.12637,10.1073/pnas.1108996108,Directed,74702,,,1
10.1111/evo.12637,10.1037/a0011381,Directed,74703,,,1
10.1111/evo.12637,10.1016/j.evolhumbehav.2012.11.009,Directed,74704,,,1
10.1111/evo.12637,10.1016/j.evolhumbehav.2008.01.001,Directed,74705,,,1
10.1111/evo.12637,10.1038/ncomms5939,Directed,74706,,,1
10.1111/evo.12637,10.1371/journal.pone.0016836,Directed,74707,,,1
10.1016/j.jebo.2016.06.003,10.1257/aer.90.4.980,Directed,74708,,,1
10.1016/j.jebo.2016.06.003,10.1126/science.1153808,Directed,74709,,,1
10.1016/j.jebo.2016.06.003,10.1126/science.1123633,Directed,74710,,,1
10.1016/j.jebo.2016.06.003,10.1126/science.1164744,Directed,74711,,,1
10.1016/j.jebo.2016.06.003,10.2307/1964229,Directed,74712,,,1
10.1016/j.jebo.2016.06.003,10.1111/j.1465-7295.2007.00051.x,Directed,74713,,,1
10.1016/j.jebo.2016.06.003,10.1016/j.geb.2004.08.007,Directed,74714,,,1
10.1016/j.jebo.2016.06.003,10.1007/s00199-007-0212-0,Directed,74715,,,1
10.1016/j.jebo.2016.06.003,10.1016/j.jebo.2005.05.004,Directed,74716,,,1
10.1016/j.jebo.2016.06.003,10.1257/aer.99.4.1335,Directed,74717,,,1
10.1016/j.jebo.2016.06.003,10.1016/j.euroecorev.2008.09.007,Directed,74718,,,1
10.1016/j.jebo.2016.06.003,10.1037/0022-3514.51.1.110,Directed,74719,,,1
10.1016/j.jebo.2016.06.003,10.1016/j.jpubeco.2012.05.014,Directed,74720,,,1
10.1016/j.jebo.2016.06.003,10.1007/s10683-014-9405-0,Directed,74721,,,1
10.1016/j.jebo.2016.06.003,10.1007/s10683-013-9367-7,Directed,74722,,,1
10.1016/j.jebo.2016.06.003,10.1016/j.jebo.2015.03.005,Directed,74723,,,1
10.1016/j.jebo.2016.06.003,10.1007/s10683-014-9402-3,Directed,74724,,,1
10.1016/j.jebo.2016.06.003,10.1111/j.1465-7295.2011.00452.x,Directed,74725,,,1
10.1371/journal.pone.0122205,10.1038/415137a,Directed,74726,,,1
10.1371/journal.pone.0122205,10.2139/ssrn.203288,Directed,74727,,,1
10.1371/journal.pone.0122205,10.2307/2234532,Directed,74728,,,1
10.1371/journal.pone.0122205,10.1006/game.1996.0013,Directed,74729,,,1
10.1371/journal.pone.0122205,10.1037/0012-1649.22.5.663,Directed,74730,,,1
10.1037/ppm0000041,10.1089/cyber.2011.0308,Directed,74731,,,1
10.1037/ppm0000041,10.1098/rspb.2007.0793,Directed,74732,,,1
10.1080/17470919.2014.965341,10.1038/nature11467,Directed,74733,,,1
10.1080/17470919.2014.965341,10.1126/science.1129156,Directed,74734,,,1
10.1080/17470919.2014.965341,10.1016/j.geb.2011.02.003,Directed,74735,,,1
10.1080/17470919.2014.965341,10.1177/0146167204264004,Directed,74736,,,1
10.1080/17470919.2014.965341,10.2307/2118508,Directed,74737,,,1
10.1080/17470919.2014.965341,10.1016/j.geb.2012.05.007,Directed,74738,,,1
10.1080/17470919.2014.965341,10.1038/nn.2933,Directed,74739,,,1
10.1080/17470919.2014.965341,10.1016/S0022-1031(03)00057-X,Directed,74740,,,1
10.1080/17470919.2014.965341,10.1002/ejsp.659,Directed,74741,,,1
10.1080/17470919.2014.965341,10.1037/npe0000050,Directed,74742,,,1
10.1080/17470919.2014.965341,10.1037/h0024914,Directed,74743,,,1
10.3389/fnbeh.2014.00300,10.1126/science.1153808,Directed,74744,,,1
10.3389/fnbeh.2014.00300,10.1038/nature11467,Directed,74745,,,1
10.3389/fnbeh.2014.00300,10.1017/S0140525X05000142,Directed,74746,,,1
10.3389/fnbeh.2014.00300,10.1038/ncomms4677,Directed,74747,,,1
10.3389/fnbeh.2014.00300,10.1038/415424a,Directed,74748,,,1
10.3389/fnbeh.2014.00300,10.1126/science.1177418,Directed,74749,,,1
10.3389/fnbeh.2014.00300,10.1257/aer.102.2.720,Directed,74750,,,1
10.3389/fnbeh.2014.00300,10.1257/aer.101.1.411,Directed,74751,,,1
10.3389/fnbeh.2014.00300,10.1038/nature12194,Directed,74752,,,1
10.3389/fnbeh.2014.00300,10.1073/pnas.1000829107,Directed,74753,,,1
10.3389/fnbeh.2014.00300,10.1002/bdm.1837,Directed,74754,,,1
10.3389/fnbeh.2014.00300,10.1371/journal.pone.0096654,Directed,74755,,,1
10.3389/fnbeh.2014.00300,10.1016/j.econlet.2013.11.021,Directed,74756,,,1
10.3389/fnbeh.2014.00300,10.1177/0022002795039003007,Directed,74757,,,1
10.3389/fnbeh.2014.00300,10.1098/rspb.2012.2043,Directed,74758,,,1
10.1038/ncomms1442,10.1257/aer.90.4.980,Directed,74759,,,1
10.1038/ncomms1442,10.1126/science.1153808,Directed,74760,,,1
10.1038/ncomms1442,10.1038/415424a,Directed,74761,,,1
10.1038/ncomms1442,10.1126/science.1123633,Directed,74762,,,1
10.1038/ncomms1442,10.1038/nature06723,Directed,74763,,,1
10.1038/ncomms1442,10.1126/science.1177418,Directed,74764,,,1
10.1038/ncomms1442,10.2307/1964229,Directed,74765,,,1
10.1038/ncomms1442,10.1038/nature05229,Directed,74766,,,1
10.1038/ncomms1442,10.1098/rstb.2008.0275,Directed,74767,,,1
10.1038/ncomms1442,10.1111/j.1468-0262.2005.00644.x,Directed,74768,,,1
10.1038/ncomms1442,10.1098/rspb.2007.1558,Directed,74769,,,1
10.1038/ncomms1442,10.1007/s00199-007-0212-0,Directed,74770,,,1
10.1038/ncomms1442,10.1038/nature01986,Directed,74771,,,1
10.1038/ncomms1442,10.1007/s10683-006-9127-z,Directed,74772,,,1
10.1038/ncomms1442,10.1037/0022-3514.51.1.110,Directed,74773,,,1
10.1038/ncomms1442,10.1073/pnas.0905918106,Directed,74774,,,1
10.1038/ncomms1442,10.1126/science.1178883,Directed,74775,,,1
10.1038/ncomms1442,10.1016/j.euroecorev.2010.04.003,Directed,74776,,,1
10.1038/ncomms1442,10.2307/2095951,Directed,74777,,,1
10.1038/ncomms1442,10.1371/journal.pone.0016836,Directed,74778,,,1
10.1073/pnas.1108243108,10.1038/415137a,Directed,74779,,,1
10.1073/pnas.1108243108,10.1126/science.1153808,Directed,74780,,,1
10.1073/pnas.1108243108,10.1073/pnas.0913149107,Directed,74781,,,1
10.1073/pnas.1108243108,10.1038/415424a,Directed,74782,,,1
10.1073/pnas.1108243108,10.1038/nature06723,Directed,74783,,,1
10.1073/pnas.1108243108,10.1126/science.1177418,Directed,74784,,,1
10.1073/pnas.1108243108,10.2307/1964229,Directed,74785,,,1
10.1073/pnas.1108243108,10.1111/j.1465-7295.2007.00051.x,Directed,74786,,,1
10.1073/pnas.1108243108,10.1038/nature05229,Directed,74787,,,1
10.1073/pnas.1108243108,10.1257/aer.102.2.720,Directed,74788,,,1
10.1073/pnas.1108243108,10.1038/ncomms1442,Directed,74789,,,1
10.1073/pnas.1108243108,10.1371/journal.pone.0013749,Directed,74790,,,1
10.1073/pnas.1108243108,10.1038/nature01986,Directed,74791,,,1
10.1073/pnas.1108243108,10.1007/s10683-006-9127-z,Directed,74792,,,1
10.1073/pnas.1108243108,10.2307/2095951,Directed,74793,,,1
10.1073/pnas.1108243108,10.1037/h0024598,Directed,74794,,,1
10.1073/pnas.1108243108,10.1371/journal.pone.0016836,Directed,74795,,,1
10.1073/pnas.1108243108,10.1016/j.jpubeco.2004.05.011,Directed,74796,,,1
10.1126/science.1177418,10.1257/aer.90.4.980,Directed,74797,,,1
10.1126/science.1177418,10.1126/science.1153808,Directed,74798,,,1
10.1126/science.1177418,10.1038/415424a,Directed,74799,,,1
10.1126/science.1177418,10.1038/nature06723,Directed,74800,,,1
10.1126/science.1177418,10.1038/nature01474,Directed,74801,,,1
10.1126/science.1177418,10.1126/science.1164744,Directed,74802,,,1
10.1126/science.1177418,10.2307/1964229,Directed,74803,,,1
10.1126/science.1177418,10.1111/j.1465-7295.2007.00051.x,Directed,74804,,,1
10.1126/science.1177418,10.1038/nature05229,Directed,74805,,,1
10.1126/science.1177418,10.1007/s00199-007-0212-0,Directed,74806,,,1
10.1126/science.1177418,10.1037/0022-3514.51.1.110,Directed,74807,,,1
10.1126/science.1177418,10.1023/B:EXEC.0000040559.08652.51,Directed,74808,,,1
10.1126/science.1177418,10.1016/j.jpubeco.2004.05.011,Directed,74809,,,1
10.2139/ssrn.2123243,10.1038/nature11467,Directed,74810,,,1
10.2139/ssrn.2123243,10.1073/pnas.0913149107,Directed,74811,,,1
10.2139/ssrn.2123243,10.1038/415424a,Directed,74812,,,1
10.2139/ssrn.2123243,10.1038/nature06723,Directed,74813,,,1
10.2139/ssrn.2123243,10.1073/pnas.1108243108,Directed,74814,,,1
10.2139/ssrn.2123243,10.1126/science.1177418,Directed,74815,,,1
10.2139/ssrn.2123243,10.1038/nature04981,Directed,74816,,,1
10.2139/ssrn.2123243,10.1038/nature05229,Directed,74817,,,1
10.2139/ssrn.2123243,10.1257/aer.102.2.720,Directed,74818,,,1
10.2139/ssrn.2123243,10.1038/ncomms1442,Directed,74819,,,1
10.2139/ssrn.2123243,10.1016/S0167-2681(98)00121-8,Directed,74820,,,1
10.2139/ssrn.2123243,10.1126/science.1178883,Directed,74821,,,1
10.2139/ssrn.2123243,10.1016/j.socec.2010.12.013,Directed,74822,,,1
10.2139/ssrn.2123243,10.1016/j.evolhumbehav.2010.07.007,Directed,74823,,,1
10.1038/nature11467,10.1038/415137a,Directed,74824,,,1
10.1038/nature11467,10.2139/ssrn.203288,Directed,74825,,,1
10.1038/nature11467,10.1007/s10683-011-9283-7,Directed,74826,,,1
10.1038/nature11467,10.1257/aer.100.1.541,Directed,74827,,,1
10.1038/nature11467,10.1038/415424a,Directed,74828,,,1
10.1038/nature11467,10.1126/science.1129156,Directed,74829,,,1
10.1038/nature11467,10.1038/nature06723,Directed,74830,,,1
10.1038/nature11467,10.1073/pnas.1108243108,Directed,74831,,,1
10.1038/nature11467,10.1126/science.1177418,Directed,74832,,,1
10.1038/nature11467,10.1038/nature05229,Directed,74833,,,1
10.1038/nature11467,10.1257/aer.102.2.720,Directed,74834,,,1
10.1038/nature11467,10.1016/0047-2727(88)90043-6,Directed,74835,,,1
10.1038/nature11467,10.2307/2118508,Directed,74836,,,1
10.1038/nature11467,10.1177/1368430209105040,Directed,74837,,,1
10.1038/nature11467,10.1016/0047-2727(94)90059-0,Directed,74838,,,1
10.1038/nature11467,10.1098/rsif.2012.0332,Directed,74839,,,1
10.1038/nature11467,10.1002/ejsp.2420240110,Directed,74840,,,1
10.1002/bdm.1837,10.1257/aer.90.4.980,Directed,74841,,,1
10.1002/bdm.1837,10.1038/nature11467,Directed,74842,,,1
10.1002/bdm.1837,10.1038/ncomms4677,Directed,74843,,,1
10.1002/bdm.1837,10.1257/aer.102.2.720,Directed,74844,,,1
10.1002/bdm.1837,10.1177/0146167204264004,Directed,74845,,,1
10.1002/bdm.1837,10.1038/nature12194,Directed,74846,,,1
10.1002/bdm.1837,10.1016/j.obhdp.2012.07.002,Directed,74847,,,1
10.1002/bdm.1837,10.3389/fnbeh.2014.00300,Directed,74848,,,1
10.1002/bdm.1837,10.1257/aer.96.4.1029,Directed,74849,,,1
10.1002/bdm.1837,10.1002/bdm.726,Directed,74850,,,1
10.1002/bdm.1837,10.1098/rsif.2012.0332,Directed,74851,,,1
10.1002/bdm.1837,10.1002/bdm.729,Directed,74852,,,1
10.1002/bdm.1837,10.1177/0022002788032001008,Directed,74853,,,1
10.1073/pnas.1400406111,10.2139/ssrn.203288,Directed,74854,,,1
10.1073/pnas.1400406111,10.1038/415424a,Directed,74855,,,1
10.1073/pnas.1400406111,10.1073/pnas.1108243108,Directed,74856,,,1
10.1073/pnas.1400406111,10.1126/science.1177418,Directed,74857,,,1
10.1073/pnas.1400406111,10.1126/science.1164744,Directed,74858,,,1
10.1073/pnas.1400406111,10.1073/pnas.1206681109,Directed,74859,,,1
10.1073/pnas.1400406111,10.1257/aer.102.2.720,Directed,74860,,,1
10.1073/pnas.1400406111,10.1257/aer.101.1.411,Directed,74861,,,1
10.1073/pnas.1400406111,10.1073/pnas.1120867109,Directed,74862,,,1
10.1073/pnas.1400406111,10.1371/journal.pone.0013749,Directed,74863,,,1
10.1073/pnas.1400406111,10.1038/srep04615,Directed,74864,,,1
10.1073/pnas.1400406111,10.1098/rspb.2008.1060,Directed,74865,,,1
10.1073/pnas.1400406111,10.1098/rsif.2012.0332,Directed,74866,,,1
10.1073/pnas.1400406111,10.1371/journal.pone.0047718,Directed,74867,,,1
10.1073/pnas.1400406111,10.1016/j.geb.2006.04.002,Directed,74868,,,1
10.1073/pnas.1400406111,10.1371/journal.pone.0016836,Directed,74869,,,1
10.1038/ncomms4677,10.1038/415137a,Directed,74870,,,1
10.1038/ncomms4677,10.1126/science.1153808,Directed,74871,,,1
10.1038/ncomms4677,10.1038/nature11467,Directed,74872,,,1
10.1038/ncomms4677,10.1257/aer.91.2.73,Directed,74873,,,1
10.1038/ncomms4677,10.1257/aer.100.1.541,Directed,74874,,,1
10.1038/ncomms4677,10.1038/415424a,Directed,74875,,,1
10.1038/ncomms4677,10.1098/rstb.2010.0135,Directed,74876,,,1
10.1038/ncomms4677,10.1016/j.geb.2011.02.003,Directed,74877,,,1
10.1038/ncomms4677,10.1038/nature12194,Directed,74878,,,1
10.3389/fpsyg.2017.01944,10.1038/nature03701,Directed,74879,,,1
10.3389/fpsyg.2017.01944,10.1006/game.1995.1027,Directed,74880,,,1
10.3389/fpsyg.2017.01944,10.1038/nature11467,Directed,74881,,,1
10.3389/fpsyg.2017.01944,10.1038/ncomms4677,Directed,74882,,,1
10.3389/fpsyg.2017.01944,10.1038/nature12194,Directed,74883,,,1
10.3389/fpsyg.2017.01944,10.1007/s12110-007-9012-2,Directed,74884,,,1
10.3389/fpsyg.2017.01944,10.1177/1745691617693624,Directed,74885,,,1
10.3389/fpsyg.2017.01944,10.1371/journal.pone.0096654,Directed,74886,,,1
10.3389/fpsyg.2017.01944,10.3389/fpsyg.2016.01312,Directed,74887,,,1
10.3389/fpsyg.2017.01944,10.1016/j.jebo.2003.11.004,Directed,74888,,,1
10.3389/fpsyg.2017.01944,10.1038/ncomms5939,Directed,74889,,,1
10.3389/fpsyg.2017.01944,10.1287/mnsc.2015.2168,Directed,74890,,,1
10.1007/BF01262516,10.1002/ejsp.2420200603,Directed,74891,,,1
10.1007/BF01262516,10.1016/0001-6918(92)90052-F,Directed,74892,,,1
10.1007/BF01262516,10.1177/0022002790034003002,Directed,74893,,,1
10.1007/BF01262516,10.1086/261598,Directed,74894,,,1
10.1007/BF01262516,10.1006/jmps.1993.1015,Directed,74895,,,1
10.1007/BF01262516,10.1016/0001-6918(88)90048-0,Directed,74896,,,1
10.1007/BF01262516,10.2307/1956014,Directed,74897,,,1
